0.116312,0.272592
0.168789,0.345797
0.667783,1.63242
0.328894,0.518383
0.331342,0.508186
0.774749,2.47916
0.308507,0.527694
0.0593733,0.217325
0.262209,0.392951
0.182918,0.341151
0.265377,0.460946
0.354414,0.520495
0.703827,1.79688
0.822923,3.01222
0.906757,4.30718
0.542226,0.98553
0.503686,0.930468
0.691138,1.72159
0.460175,0.742127
0.589982,1.24531
0.297647,0.46602
0.694573,1.78806
0.188419,0.373567
0.871561,3.69407
0.865505,3.55514
0.935351,4.93687
0.805495,2.75094
0.148417,0.311204
0.345622,0.600919
0.273429,0.421561
0.0794633,0.286436
0.275447,0.457307
0.52667,1.0276
0.754617,2.29608
0.986618,6.37062
0.778361,2.45374
0.709331,1.87791
0.890419,4.07002
0.226881,0.415524
0.348378,0.517663
0.816458,2.88256
0.223269,0.397441
0.573495,1.13603
0.131276,0.337312
0.343026,0.539923
0.171496,0.323816
0.22036,0.376689
0.00563774,0.231752
0.413529,0.708123
0.733875,2.0593
0.104854,0.275164
0.684413,1.7419
0.985171,6.34786
0.711935,1.8708
0.336812,0.49527
0.304438,0.454674
0.344043,0.553916
0.775223,2.48535
0.899392,4.24098
0.836655,3.14295
0.311204,0.450149
0.664907,1.59364
0.455095,0.794493
0.278595,0.490053
0.4308,0.671209
0.268772,0.443794
0.524706,1.01989
0.349839,0.56189
0.528017,0.941516
0.721928,2.01113
0.122088,0.240378
0.0180984,0.211003
0.554073,1.10463
0.383668,0.61725
0.699821,1.78534
0.695884,1.73742
0.228474,0.377219
0.54259,1.05284
0.0313353,0.254617
0.552193,1.0647
0.833655,3.1597
0.997789,6.7384
0.774149,2.41762
0.868238,3.62432
0.409402,0.682408
0.166994,0.330443
0.616532,1.30346
0.99762,6.71392
0.978415,6.11974
0.624071,1.38907
0.601612,1.24852
0.689261,1.77505
0.680745,1.66027
0.513655,0.960825
0.0530372,0.1931
0.174215,0.372846
0.886812,3.93141
0.245054,0.42667
0.519632,0.919661
0.963127,5.73077
0.703458,1.8017
0.460524,0.773004
0.315214,0.501173
0.490595,0.850746
0.839433,3.16883
0.971865,5.93085
0.434621,0.744778
0.27113,0.40484
0.892977,4.10636
0.827446,3.08918
0.850632,3.31933
0.832707,3.1385
0.173665,0.291423
0.398406,0.670144
0.191053,0.336988
0.622331,1.40222
0.491654,0.832671
0.2145,0.40622
0.541,1.04949
0.100498,0.258607
0.819762,2.90278
0.821477,2.94275
0.733488,2.02539
0.369748,0.60858
0.877392,3.76753
0.57248,1.16767
0.198854,0.349371
0.465469,0.790855
0.482948,0.886452
0.0658153,0.262609
0.225407,0.40647
0.568511,1.15113
0.771001,2.43002
0.523931,0.953265
0.488107,0.876821
0.692433,1.74386
0.696791,1.79388
0.562251,1.09859
0.606518,1.33174
0.0567444,0.237394
0.129192,0.306567
0.211935,0.355547
0.0344119,0.24217
0.700564,1.82019
0.541279,1.05658
0.191361,0.377817
0.454526,0.80202
0.483748,0.824817
0.542884,0.986274
0.537528,0.970188
0.632107,1.38428
0.338859,0.52547
0.743872,2.19296
0.759176,2.27411
0.833109,3.15178
0.834301,3.18263
0.445145,0.7079
0.290346,0.467208
0.72364,2.03696
0.996917,6.6996
0.75729,2.24054
0.0316046,0.193848
0.94815,5.29047
0.437343,0.734045
0.523031,1.01666
0.522024,0.93146
0.204833,0.401219
0.484034,0.897926
0.761994,2.28963
0.299096,0.491129
0.0591308,0.203959
0.557404,1.08793
0.179632,0.374217
0.983833,6.33872
0.838661,3.24464
0.168191,0.338019
0.169028,0.299196
0.807767,2.76047
0.715148,1.89784
0.608212,1.27007
0.219982,0.344597
0.393316,0.63314
0.99112,6.56875
0.37352,0.628159
0.12056,0.303751
0.348217,0.526122
0.806012,2.81859
0.683967,1.75618
0.753372,2.25296
0.888916,4.01177
0.648549,1.45352
0.187984,0.379492
0.256902,0.47468
0.934755,5.00685
0.240862,0.40986
0.210228,0.366981
0.673203,1.65055
0.885659,3.9598
0.480893,0.820359
0.417437,0.700604
0.931795,4.91673
0.781145,2.52766
0.671276,1.62499
0.723451,1.97887
0.132912,0.308023
0.0166803,0.241686
0.669474,1.58808
0.599038,1.2978
0.200416,0.363861
0.898425,4.17571
0.0767602,0.213791
0.902122,4.27876
0.712196,1.93028
0.414286,0.653016
0.0469597,0.265669
0.794543,2.69508
0.597377,1.25546
0.716561,1.91075
0.0407996,0.222499
0.6933,1.73625
0.0523788,0.257074
0.955173,5.49396
0.914645,4.51498
0.648228,1.45756
0.0880046,0.265789
0.556339,1.05006
0.655306,1.5311
0.914728,4.49806
0.246242,0.394908
0.560591,1.07865
0.160737,0.306965
0.271956,0.470196
0.930821,4.91642
0.0267666,0.266825
0.428528,0.736853
0.145332,0.305629
0.430047,0.678313
0.20276,0.34741
0.654716,1.56704
0.459753,0.813334
0.397641,0.600887
0.907485,4.31643
0.474553,0.859588
0.420449,0.719065
0.151226,0.360889
0.0139967,0.193139
0.336174,0.516797
0.0700768,0.224882
0.274469,0.40738
0.238616,0.423205
0.81691,2.8982
0.183905,0.318353
0.484452,0.842875
0.59165,1.18714
0.237653,0.356912
0.881888,3.88969
0.0674956,0.275314
0.688242,1.73955
0.611586,1.27265
0.262844,0.458885
0.0897313,0.240091
0.0747759,0.244098
0.562794,1.07209
0.6929,1.79992
0.241696,0.449707
0.54026,0.982295
0.315463,0.528152
0.305564,0.520984
0.11083,0.318366
0.939084,5.0482
0.948617,5.33295
0.983777,6.24825
0.610346,1.32325
0.558161,1.06249
0.780709,2.53148
0.984745,6.36403
0.0978469,0.224483
0.296346,0.493757
0.204374,0.413569
0.497903,0.886957
0.920761,4.59495
0.504676,0.885941
0.762328,2.34947
0.0361406,0.262839
0.707453,1.91461
0.22164,0.399029
0.796197,2.63614
0.672182,1.62463
0.877435,3.77158
0.628475,1.40883
0.0513487,0.246714
0.528585,0.95212
0.672741,1.66988
0.809836,2.86112
0.814176,2.8568
0.323185,0.54107
0.345902,0.58704
0.971162,5.87709
0.6381,1.39282
0.981388,6.20707
0.982527,6.22803
0.00162203,0.232615
0.408446,0.688773
0.185267,0.323601
0.904147,4.32529
0.944025,5.23041
0.426963,0.708605
0.104691,0.233783
0.297539,0.520846
0.976819,6.04465
0.222266,0.364122
0.846652,3.31736
0.127865,0.324313
0.676398,1.68646
0.825117,3.02991
0.111517,0.309955
0.860816,3.48631
0.586368,1.17793
0.786943,2.59185
0.555142,1.09831
0.585377,1.1968
0.646585,1.43836
0.971776,5.95929
0.112044,0.256542
0.665802,1.55464
0.381031,0.655692
0.388867,0.6047
0.456236,0.781941
0.0454973,0.194804
0.282696,0.495788
0.790421,2.59148
0.678258,1.68656
0.507353,0.896819
0.920498,4.61481
0.0362607,0.223163
0.985385,6.35928
0.974807,6.03657
0.633978,1.46548
0.383245,0.645696
0.215899,0.331969
0.834885,3.15408
0.937115,4.98824
0.824613,2.99693
0.740485,2.16108
0.525985,0.93103
0.740724,2.10773
0.417395,0.682266
0.967643,5.85743
0.683607,1.74412
0.219042,0.402518
0.363782,0.555625
0.341506,0.530793
0.836396,3.21268
0.285171,0.434067
0.721506,1.97151
0.268687,0.445758
0.0979999,0.239228
0.780145,2.53583
0.599153,1.25773
0.792723,2.58966
0.54381,1.04208
0.441544,0.790869
0.952428,5.39038
0.885952,3.96226
0.297329,0.439592
0.355904,0.587432
0.309421,0.516421
0.999699,6.78217
0.672894,1.6168
0.365458,0.57762
0.785941,2.56746
0.950792,5.39526
0.839947,3.23767
0.806553,2.7783
0.251566,0.42842
0.564237,1.1426
0.132722,0.247204
0.756581,2.22375
0.414969,0.699417
0.721187,1.99018
0.747527,2.14216
0.373408,0.558336
0.774501,2.42368
0.202766,0.357686
0.657977,1.5572
0.841796,3.23509
0.202368,0.391787
0.327858,0.479126
0.523524,0.934197
0.481414,0.873372
0.733687,2.02232
0.570466,1.17364
0.051433,0.218152
0.951561,5.37346
0.96958,5.88776
0.178699,0.36024
0.749838,2.20993
0.774056,2.43437
0.925215,4.78748
0.971735,5.94128
0.545045,1.07441
0.02711,0.244616
0.606118,1.27223
0.789728,2.55752
0.48938,0.845067
0.904732,4.27792
0.316794,0.505274
0.0894766,0.24904
0.802245,2.6883
0.834629,3.16806
0.713785,1.86455
0.488933,0.863059
0.565436,1.09392
0.987963,6.4281
0.239812,0.450288
0.0738424,0.279329
0.773228,2.38379
0.53227,0.987322
0.455921,0.761685
0.508988,0.969841
0.593141,1.22096
0.168368,0.369585
0.888918,3.97839
0.278162,0.471727
0.298881,0.442591
0.462989,0.748522
0.126119,0.336268
0.476289,0.851157
0.214912,0.372409
0.182205,0.337446
0.42395,0.680265
0.23958,0.373762
0.357,0.600412
0.576524,1.19217
0.0938481,0.224046
0.758221,2.29896
0.499233,0.938889
0.596923,1.23473
0.184433,0.381691
0.0793145,0.253095
0.987876,6.43048
0.495981,0.848177
0.494225,0.928952
0.805549,2.79351
0.436522,0.781818
0.163861,0.360402
0.243802,0.399415
0.0576506,0.249696
0.175291,0.348633
0.413722,0.659421
0.719688,1.9247
0.956128,5.46909
0.0985326,0.27436
0.607072,1.26935
0.428136,0.732605
0.76628,2.34754
0.22869,0.367612
0.530006,1.01417
0.234532,0.381677
0.432052,0.739908
0.32331,0.527362
0.531526,1.00363
0.999354,6.81471
0.167913,0.295626
0.223352,0.393503
0.443784,0.794344
0.753579,2.22803
0.161961,0.357797
0.952962,5.44034
0.135078,0.286742
0.455419,0.818376
0.79711,2.69422
0.163619,0.306841
0.407024,0.658248
0.662672,1.61132
0.0692051,0.29617
0.434989,0.739584
0.553093,1.06518
0.189909,0.371776
0.608988,1.29113
0.302642,0.442011
0.3563,0.527632
0.452684,0.773327
0.908333,4.36898
0.287293,0.419361
0.786744,2.58685
0.944769,5.21185
0.426821,0.671866
0.910971,4.46604
0.50654,0.925272
0.67292,1.64605
0.559624,1.05652
0.176477,0.297636
0.542253,1.01995
0.833724,3.09366
0.779646,2.45208
0.204013,0.327858
0.192587,0.368066
0.654207,1.48918
0.0623428,0.286963
0.144332,0.341566
0.684213,1.6681
0.432941,0.685929
0.197491,0.341828
0.944878,5.22658
0.917554,4.58337
0.279776,0.452494
0.725708,1.99962
0.589896,1.19259
0.822637,2.9745
0.419201,0.704502
0.559985,1.1094
0.73823,2.13043
0.279911,0.444203
0.853494,3.39632
0.333937,0.584369
0.191341,0.302943
0.0869277,0.272754
0.129183,0.272079
0.968195,5.7881
0.988449,6.48319
0.691859,1.73606
0.362928,0.575418
0.724477,2.03966
0.685527,1.72238
0.376443,0.568739
0.149397,0.354789
0.727943,2.06037
0.689001,1.69111
0.280064,0.459414
0.350108,0.57276
0.540321,1.03079
0.632151,1.42424
0.165732,0.35224
0.911667,4.4105
0.835395,3.19138
0.0196757,0.218064
0.168341,0.316826
0.944821,5.24404
0.335427,0.550026
0.439931,0.762153
0.735076,2.08804
0.648298,1.49274
0.476956,0.817519
0.470873,0.843344
0.879794,3.87152
0.371021,0.590268
0.362431,0.533097
0.0473641,0.235578
0.764506,2.38492
0.66209,1.58402
0.859147,3.51705
0.127156,0.244689
0.0643688,0.201405
0.920305,4.62114
0.702325,1.81676
0.111665,0.273049
0.949566,5.3512
0.900421,4.21301
0.0972615,0.255213
0.183541,0.391002
0.192276,0.357535
0.397171,0.653804
0.557734,1.08317
0.0828704,0.23957
0.403566,0.685795
0.922142,4.64773
0.426726,0.665746
0.290201,0.46816
0.121275,0.258125
0.89089,4.07132
0.570743,1.08833
0.261001,0.432294
0.762517,2.28636
0.94683,5.29135
0.532716,0.963912
0.836834,3.19369
0.684934,1.68724
0.279699,0.428941
0.67854,1.65946
0.564908,1.07382
0.10753,0.274741
0.344819,0.555866
0.536347,1.02658
0.0253505,0.234554
0.845527,3.33583
0.481222,0.836966
0.918795,4.62258
0.93658,5.02118
0.903646,4.32229
0.541092,1.02294
0.0137816,0.199608
0.161354,0.341895
0.611931,1.30748
0.941383,5.09851
0.803623,2.75076
0.372577,0.642226
0.99334,6.62555
0.445409,0.756874
0.352417,0.562381
0.187309,0.31685
0.387,0.645161
0.614215,1.30461
0.410755,0.681311
0.987108,6.38319
0.434205,0.730532
0.750763,2.2077
0.906126,4.37484
0.146701,0.310554
0.353171,0.525408
0.808529,2.77348
0.594374,1.203
0.0679466,0.255463
0.898503,4.18442
0.117401,0.259009
0.984114,6.28767
0.448864,0.749316
0.973242,5.93342
0.676909,1.65143
0.613874,1.33884
0.698399,1.75831
0.192218,0.346936
0.496065,0.846855
0.36128,0.595016
0.616401,1.35578
0.73085,2.03729
0.871244,3.67626
0.606037,1.33028
0.912938,4.4741
0.452546,0.724198
0.755459,2.24869
0.335049,0.506813
0.807774,2.77966
0.267403,0.436923
0.692289,1.80023
0.148701,0.299594
0.929356,4.81788
0.839849,3.20575
0.439263,0.709516
0.0681868,0.202426
0.915579,4.55927
0.480595,0.87231
0.124261,0.248197
0.726014,1.96012
0.59117,1.18904
0.0675391,0.23107
0.615221,1.31902
0.550953,1.05632
